Geneid	CeACtrl	CeAMor	dStrCtrl	dStrMor	NAcCtrl	NAcMor
Ttbk2	502	353	348	209	399	306
AV039307	1	5	2	4	12	7
Ubr1	441	489	416	278	464	358
Tmem62	114	64	76	60	98	78
Ccndbp1	91	111	43	60	60	121
Epb42	1	0	1	0	0	0
Tgm5	0	0	0	0	0	0
Tgm7	7	0	8	0	0	0
Lcmt2	11	27	9	30	28	20
Adal	29	42	48	19	46	36
Zscan29	19	13	14	35	24	18
Tubgcp4	56	52	65	23	65	45
Trp53bp1	257	317	379	309	345	334
Map1a	1521	1464	1639	1589	1435	1180
Ppip5k1	190	169	188	194	251	188
Ckmt1	279	171	150	151	179	150
Gm33947	0	0	1	0	0	0
Strc	2	3	7	7	3	3
Catsper2	27	46	33	56	30	37
Pdia3	816	636	435	366	729	499
Ell3	17	28	14	11	8	11
Serf2	28	39	23	20	19	23
Serinc4	7	4	20	11	6	6
Hypk	41	58	20	30	62	34
Mfap1b	15	37	27	9	32	6
Mfap1a	47	55	32	20	56	55
Wdr76	2	12	19	14	23	10
Frmd5	35	31	49	45	45	40
Casc4	569	489	330	274	567	443
Gm39916	0	0	6	0	0	1
Mageb3	0	0	0	0	8	0
Ctdspl2	449	340	321	258	415	387
Eif3j1	49	45	66	24	67	48
Spg11	118	72	119	100	151	108
Patl2	2	0	4	1	0	0
B2m	138	63	51	49	54	65
Trim69	0	0	0	0	0	0
Terb2	0	0	0	0	0	0
Sord	24	14	16	8	19	22
Duox2	0	0	0	0	0	0
Duoxa2	0	0	0	0	0	0
Duoxa1	0	0	0	0	0	0
Duox1	0	3	2	4	9	11
Shf	70	69	79	68	103	44
Gm39918	0	8	6	5	4	2
Slc28a2	0	0	0	0	0	0
Bambi-ps1	0	0	0	0	0	0
Gm14085	0	0	0	0	0	0
Gm34325	0	0	0	0	0	0
Gatm	49	46	129	66	101	110
Spata5l1	15	6	7	6	6	8
AA467197	0	0	0	0	0	0
Mir147	0	0	0	0	0	0
Slc30a4	281	219	184	178	199	191
4930417H01Rik	3	0	0	0	2	0
Bloc1s6os	0	0	0	0	7	0
Bloc1s6	76	44	46	31	53	35
Sqrdl	0	0	1	0	3	1
Gm34430	0	0	0	0	0	0
Gm39919	0	0	0	0	0	0
Sema6d	348	298	211	218	447	288
4930517E11Rik	0	0	2	5	8	4
4930583P06Rik	13	3	9	8	7	8
Gm34484	1	0	1	0	0	0
Gm39920	0	0	0	0	0	0
Slc24a5	5	14	22	6	17	3
Myef2	228	180	480	286	372	229
LOC108168787	15	9	0	0	9	2
Ctxn2	49	5	12	28	20	20
Slc12a1	0	4	0	6	0	2
LOC108168788	1	0	1	3	0	0
LOC102638255	0	3	2	0	9	4
Dut	46	47	49	33	36	45
Fbn1	28	10	47	28	42	48
Cep152	19	3	16	25	20	7
Gm35029	0	0	0	1	2	1
Shc4	8	6	4	8	10	2
Eid1	312	348	161	152	290	265
Gm35231	0	0	0	0	0	0
Secisbp2l	446	425	478	449	493	397
Cops2	532	436	328	243	397	332
Galk2	76	43	24	17	47	48
Fam227b	0	2	0	8	4	2
Fgf7	2	3	2	0	0	0
Dtwd1	6	19	27	22	21	9
Atp8b4	0	0	0	0	0	0
Gm26697	4	0	0	0	1	0
Slc27a2	31	55	45	17	46	43
Hdc	3	5	7	0	0	0
Gabpb1	92	101	132	101	121	105
Gm27003	2	5	8	7	13	7
Usp8	324	294	215	154	256	248
Usp50	0	1	1	4	0	4
Trpm7	286	283	455	347	427	376
Sppl2a	245	223	305	257	247	267
Mir3473g	4	5	0	0	0	0
Ap4e1	60	46	91	84	78	74
Blvra	22	14	18	5	19	16
Gm39922	8	1	2	3	2	0
Ncaph	12	0	5	0	9	1
Gm35347	0	1	0	0	0	0
Itpripl1	0	1	0	1	7	17
1810024B03Rik	5	2	0	2	0	0
Snrnp200	496	387	441	314	383	405
Ciao1	107	91	133	98	87	96
Tmem127	81	115	126	90	176	160
Stard7	180	223	162	132	178	180
LOC108168790	0	0	1	0	1	0
Dusp2	0	9	0	0	3	5
Astl	2	0	0	0	1	0
Adra2b	20	14	8	2	4	24
Gm39923	0	0	0	0	2	0
Gpat2	4	9	32	16	21	13
Gm39924	0	0	0	0	0	6
Fahd2a	17	18	23	22	42	34
Kcnip3	98	98	136	112	121	58
Gm35478	0	0	1	0	1	3
Prom2	0	1	0	0	0	0
Zfp661	45	44	28	34	28	26
Mrps5	67	56	54	38	76	93
Mal	42	52	174	166	118	80
Gm14244	0	0	0	0	0	0
Mall	0	0	0	0	0	0
Nphp1	23	36	20	27	38	26
1500011K16Rik	35	74	30	57	58	35
Bub1	0	0	3	0	0	0
Acoxl	0	0	0	0	2	0
Gm19501	0	0	0	0	0	0
Gm39926	0	0	0	0	0	0
Bcl2l11	7	1	7	0	18	1
Gm14009	0	0	0	0	0	0
Gm14005	0	0	0	0	0	0
Gm14010	0	0	0	0	0	0
Gm36154	0	0	0	0	0	0
Gm29010	0	0	0	0	0	0
Gm39928	0	0	0	0	0	0
Gm39927	0	0	0	0	0	0
Gm36203	0	0	0	0	0	0
Spdye4c	0	0	0	0	1	0
Gm39929	0	0	0	0	0	0
Anapc1	355	335	418	302	397	373
Gm39931	8	0	1	0	1	7
Mertk	17	14	44	34	23	28
Tmem87b	239	186	191	148	224	187
Fbln7	0	0	0	0	0	0
LOC108168792	0	0	0	0	0	0
Zc3h8	17	23	22	22	18	10
Zc3h6	310	169	216	157	275	148
Gm14025	32	20	21	13	22	15
Ttl	81	46	131	80	91	73
LOC108168793	2	0	0	0	0	2
Polr1b	39	47	44	33	42	16
Chchd5	14	21	13	7	22	23
AI847159	0	0	0	0	0	0
Gm39932	0	4	0	3	0	2
Slc20a1	182	185	353	318	268	236
A730036I17Rik	0	0	0	0	0	0
Ckap2l	0	0	5	0	3	0
Gm14023	0	0	0	0	0	0
Il1a	8	0	0	1	0	0
Il1b	0	0	0	0	0	0
Il1bos	0	0	0	0	0	0
F830045P16Rik	0	0	0	0	0	0
Gm14040	0	0	0	0	0	0
Gm14041	0	0	3	0	0	0
Sirpa	1025	996	615	464	809	798
Pdyn	459	460	290	211	516	406
4932416H05Rik	13	7	11	21	16	19
Stk35	73	45	39	77	68	74
Gm39933	0	2	0	0	3	0
Tgm3	1	2	0	2	0	1
Mir6339	0	0	0	0	0	0
AU015228	0	0	0	0	0	0
Tgm6	0	0	0	0	0	1
Snrpb	35	20	32	21	55	45
Tmc2	1	3	0	0	3	10
Nop56	115	137	101	48	132	123
Snord110	12	5	4	8	2	3
Snord57	17	8	7	0	15	0
Idh3b	134	137	165	123	145	143
Gm30169	4	7	3	8	12	10
Ebf4	5	8	4	3	20	17
Gm39936	0	0	0	0	0	0
Cpxm1	6	5	0	4	4	3
1700020A23Rik	2	1	2	6	4	0
Tmem239	2	4	3	1	2	8
Pced1a	30	27	34	42	35	35
Vps16	65	63	42	66	57	41
Ptpra	530	425	207	179	447	266
4930473A02Rik	0	14	6	5	8	10
Mrps26	52	21	21	21	23	41
Oxt	1	0	0	2	2	0
Avp	0	0	0	0	0	0
Ubox5	24	10	30	22	27	25
Fastkd5	26	41	41	35	43	38
Lzts3	243	194	404	286	333	256
Ddrgk1	88	98	44	33	86	75
Itpa	71	42	38	38	77	61
Slc4a11	26	40	19	17	24	51
4930402H24Rik	200	218	290	261	372	237
Gm14057	21	10	38	18	29	18
A730017L22Rik	27	15	14	26	16	19
Atrn	995	841	764	536	847	777
Gm30286	5	1	21	23	7	11
Gm39937	14	0	7	7	13	4
Gfra4	46	29	37	32	31	27
Mir6973b	0	0	0	0	0	0
Adam33	0	0	1	0	0	0
Siglec1	0	0	0	0	0	4
Gm30378	0	0	0	0	0	0
Hspa12b	0	6	14	1	10	13
1700037H04Rik	87	96	76	67	100	70
Spef1	9	17	4	3	7	14
Cenpb	50	53	58	66	94	71
Cdc25b	11	8	23	13	30	19
Ap5s1	19	19	23	20	25	23
Mavs	0	9	12	5	10	10
Pank2	101	109	98	92	105	97
Mir103-2	0	1	1	1	3	3
Rnf24	107	108	105	93	104	110
Gm30590	0	0	2	0	0	0
LOC108168794	0	0	0	0	0	0
Gm14304	1	0	0	0	0	0
Gm30679	0	0	0	0	0	0
Smox	10	18	22	17	12	32
Gm30732	2	3	0	1	0	0
Gm39938	1	0	0	1	3	2
Adra1d	1	5	2	1	2	0
Gm14285	0	0	0	0	2	0
Gm30986	0	0	4	0	0	0
5330413P13Rik	19	36	0	0	16	16
Erv3	3	0	3	0	0	0
Prnp	1415	1203	487	373	1052	805
Prn	0	0	0	0	0	0
Prnd	0	0	0	0	0	0
Rassf2	3	7	20	20	33	21
Gm39939	0	2	2	0	0	0
Gm31179	0	0	3	0	0	0
Slc23a2	347	313	264	284	309	355
Gm14051	5	5	6	9	8	14
Gm29720	0	0	0	0	0	0
Tmem230	29	33	32	17	19	10
Pcna	56	25	39	18	44	47
LOC102633666	1	2	2	0	0	0
Cds2	1113	999	761	522	1141	1006
LOC108168795	25	22	26	10	34	13
Prokr2	14	32	32	15	21	11
4921508D12Rik	0	0	0	0	0	0
Gm14095	0	0	0	0	0	0
1700026D11Rik	0	0	0	0	0	0
Gpcpd1	242	233	381	366	266	242
AU019990	0	0	0	0	0	0
1110034G24Rik	18	20	53	28	30	35
Gm38455	1	1	5	5	0	0
Chgb	593	544	494	444	650	494
Trmt6	56	62	70	42	75	61
Mcm8	30	20	37	19	23	13
Crls1	109	82	44	49	71	63
Lrrn4	7	5	2	9	16	7
Fermt1	0	0	0	0	0	0
LOC108168796	0	9	0	0	0	0
Gm31851	0	0	0	0	0	0
A430048G15Rik	0	0	0	0	0	0
Gm14100	0	0	0	0	0	0
Bmp2	11	26	19	23	32	11
Mir3090	0	0	0	0	0	0
Gm39940	0	0	0	0	1	0
Hao1	0	0	0	0	0	0
Tmx4	1987	1816	1046	697	1751	1467
Plcb1	1733	1480	2105	1798	1311	1114
LOC102634483	27	29	45	54	25	46
Gm39941	10	51	109	132	43	64
4930545L23Rik	4	19	18	23	27	7
Gm31993	0	0	0	0	0	0
9630028H03Rik	0	0	0	0	0	0
Platr3	0	0	0	0	0	0
Plcb4	140	129	136	75	194	139
Gm14210	2	12	7	5	15	0
Lamp5	194	211	156	123	135	139
Pak7	139	151	79	88	143	109
Gm39942	0	0	0	0	1	0
Gm32546	2	0	0	0	0	0
Gm32746	2	2	8	0	0	0
Ankef1	12	14	18	10	30	17
Gm32659	5	17	27	8	9	6
Snap25	3104	2889	2392	2454	2682	2264
Gm39943	1	0	5	3	0	6
LOC108168797	0	4	0	0	4	1
Mkks	61	71	83	86	78	92
Slx4ip	62	70	69	58	43	55
Gm38479	1	0	20	12	1	4
Jag1	10	11	72	54	34	32
Gm39944	0	0	0	0	0	0
Gm14055	0	0	0	0	0	0
Gm14064	0	0	0	0	0	0
Gm14062	0	3	0	0	0	0
Btbd3	427	347	185	151	364	389
LOC102636024	0	0	3	1	1	5
Gm14061	3	3	0	4	4	0
LOC108168798	0	0	0	0	0	0
Mir1952	0	0	0	0	0	0
LOC545466	0	0	0	0	0	0
Sptlc3	0	0	0	0	0	0
Ism1	14	5	9	2	7	4
Tasp1	91	92	119	73	86	109
Esf1	142	180	116	107	169	156
Ndufaf5	130	104	85	78	75	52
Sel1l2	0	1	0	0	0	0
Macrod2	295	210	235	204	257	188
Gm39948	0	2	14	7	14	0
Flrt3	520	371	467	443	459	325
Kif16b	59	62	77	53	61	59
Kif16bos	0	0	0	0	5	0
Snrpb2	50	53	32	43	77	51
Otor	0	0	0	0	0	0
Gm33599	0	0	6	4	0	0
Pcsk2os1	12	30	47	45	17	27
Pcsk2	372	387	800	690	638	593
Pcsk2os2	1	10	41	32	14	13
Bfsp1	2	0	0	1	5	4
Gm33648	0	3	0	0	3	0
Dstn	202	229	149	150	217	174
Gm33804	0	0	0	0	1	0
Rrbp1	82	80	62	43	90	134
Banf2	0	0	0	0	0	0
Banf2os	0	0	0	0	0	0
LOC108168800	0	0	0	0	0	0
Gm5535	0	0	0	0	0	0
Snx5	111	86	158	144	167	130
Snord17	659	822	282	344	560	488
Mgme1	5	1	4	4	9	2
Ovol2	0	0	0	0	0	0
Gm34181	0	0	0	0	0	0
Pet117	0	0	0	0	0	0
Csrp2bp	36	71	63	26	72	42
LOC108168801	2	6	4	10	2	19
Zfp133-ps	18	9	12	17	17	19
Gm38402	3	5	5	11	15	3
Dzank1	966	737	635	595	1005	767
Polr3f	75	102	61	76	113	79
Rbbp9	39	95	31	32	32	57
Gm34292	0	4	0	1	0	0
Sec23b	80	93	64	57	62	52
Gm561	19	8	16	2	13	15
Dtd1	151	94	57	45	82	67
Gm39951	0	1	9	2	18	2
Scp2d1	0	0	0	0	0	0
Gm39952	0	0	0	2	0	0
Slc24a3	267	220	154	72	184	191
Gm14092	0	0	4	4	8	2
BC039771	0	7	0	0	2	0
Gm34570	0	0	0	0	0	0
Gm34513	0	3	0	0	3	0
Rin2	12	20	27	31	20	21
Gm39954	1	2	0	0	1	0
Naa20	63	64	82	55	59	68
Crnkl1	195	155	110	89	143	116
Cfap61	2	0	0	1	2	1
Gm34629	0	0	0	0	0	0
Insm1	12	8	16	16	33	22
Ralgapa2	156	207	394	315	287	226
A930019D19Rik	2	8	10	11	13	0
4933406D12Rik	0	0	0	0	0	0
Gm34689	0	0	0	0	0	0
Gm35433	0	0	0	0	0	0
Gm14114	1	0	10	7	5	7
Gm35030	0	0	1	1	4	0
Gm34978	0	0	4	0	6	4
Kiz	71	25	67	71	64	31
Xrn2	280	174	290	283	293	228
Nkx2-4	0	0	0	0	0	0
Gm34889	0	0	0	0	0	0
Nkx2-2	0	0	1	1	7	0
Nkx2-2os	0	4	0	0	0	0
6430503K07Rik	1	0	2	0	0	0
Gm39955	0	0	0	0	0	0
AI646519	0	0	0	0	0	0
Pax1	0	0	0	0	0	0
Gm39956	0	0	0	0	0	0
Gm35479	0	0	0	0	0	0
A530006G24Rik	0	0	0	0	0	0
Gm35528	0	0	0	0	0	0
Gm35579	0	0	0	0	0	0
LOC108168803	0	0	0	0	0	0
9030622O22Rik	0	0	0	0	0	0
Foxa2	0	0	0	0	0	0
Gm36597	0	0	0	0	0	0
Gm39957	0	0	0	0	0	0
Sstr4	18	8	24	6	19	9
Thbd	21	10	23	3	1	14
Cd93	0	0	0	1	2	0
LOC108168804	0	0	0	0	0	0
Nxt1	23	6	9	7	12	18
Gzf1	151	68	152	103	169	77
LOC108168805	0	1	3	1	5	1
LOC108168731	0	0	0	0	0	0
Napb	579	513	295	301	359	380
Cstl1	0	0	0	3	0	0
Cst11	0	0	0	0	0	0
8030411F24Rik	0	0	0	0	0	0
Cst12	0	0	0	0	0	0
Cst8	0	0	0	0	0	0
Cst13	0	0	0	0	0	0
Cst9	0	0	0	0	0	0
9230104L09Rik	0	0	0	1	0	0
Cst3	529	478	569	508	517	473
Cst10	0	0	0	0	0	0
Gm14133	50	33	138	117	144	60
Syndig1	45	51	106	84	131	124
Zfp120	143	131	75	66	172	121
Gm14139	0	0	0	0	0	0
Zfp937	50	36	42	39	43	36
Gm14124	0	0	0	0	2	0
3300002I08Rik	11	16	21	8	21	4
Gm10130	10	1	12	8	9	8
Zfp442	94	117	120	96	137	120
Zfp345	0	0	0	0	0	0
Cst7	0	2	2	2	2	4
Apmap	112	69	81	44	108	76
Acss1	15	23	4	3	17	11
E130215H24Rik	0	0	0	0	0	0
Vsx1	0	0	0	0	0	0
Entpd6	102	141	80	85	99	125
Gm30141	0	0	0	0	0	0
Pygb	156	146	110	102	107	123
Abhd12	252	262	252	194	276	273
Gins1	0	0	1	4	1	3
Ninl	6	1	5	5	9	6
Nanp	30	6	15	3	8	30
Gm14151	0	0	0	0	0	0
Gm14147	0	0	0	0	0	0
Gm30478	0	0	0	0	0	0
Gm14149	0	0	0	0	0	1
LOC108168732	0	0	0	0	0	0
Gm14144	0	0	0	0	0	0
4930442J19Rik	0	0	0	0	0	0
LOC100125594	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0
Nsfl1c	87	84	46	55	101	81
Gm14167	1	6	4	10	16	2
Fkbp1a	881	839	430	466	853	595
Gm39959	5	0	4	0	3	0
Sdcbp2	14	12	18	2	7	11
Snph	150	215	255	174	199	185
LOC108168834	0	0	4	0	0	0
Rad21l	0	3	4	0	1	5
Tmem74b	76	43	63	70	42	62
Psmf1	58	62	62	73	72	49
4930556L07Rik	0	0	0	0	0	0
Rspo4	0	0	0	0	0	0
Angpt4	0	0	0	0	0	0
Gm14154	0	0	0	0	0	0
Mir1953	0	0	0	0	0	0
Fam110a	8	3	8	0	1	10
Slc52a3	0	0	0	0	0	0
AA387200	1	3	5	11	1	6
Scrt2	42	57	69	75	57	76
Gm31475	0	0	0	1	0	0
Srxn1	83	84	111	81	104	117
Gm31535	0	2	0	0	0	0
Tcf15	0	0	3	0	0	0
Csnk2a1	254	209	238	185	217	152
Tbc1d20	47	78	94	75	71	93
Rbck1	93	57	92	139	80	59
Trib3	0	0	3	2	2	6
Gm14164	36	22	24	22	24	31
Nrsn2	252	222	160	118	267	247
Sox12	30	43	33	39	48	49
Zcchc3	33	66	9	23	49	29
6820408C15Rik	2	12	7	6	0	10
Gm39960	0	0	0	1	0	0
Defb23	0	0	0	0	0	0
Defb20	0	0	0	0	0	0
Defb22	0	0	0	0	0	0
Defb26	0	0	0	0	0	0
Defb28	0	0	0	0	0	0
Defb29	0	0	0	0	0	0
Gm14161	0	0	0	0	0	0
Defb21	0	0	0	0	0	0
Defb19	0	0	0	0	0	0
Defb45	0	0	0	0	0	0
Defb36	0	0	0	0	0	0
Gm31618	0	0	0	0	0	0
Defb25	0	0	0	0	0	0
Rem1	0	0	0	0	0	2
Gm31791	0	0	0	0	0	0
1700030C14Rik	0	1	1	3	4	11
H13	182	152	143	137	193	240
Mcts2	30	39	18	38	21	17
Id1	0	0	2	7	1	4
Gm32057	0	0	0	0	0	0
Cox4i2	2	0	0	0	0	0
Bcl2l1	66	100	63	79	85	76
Gm32211	7	2	8	14	10	4
Tpx2	10	4	0	3	24	8
Mir5622	0	0	0	0	0	0
Mylk2	0	0	0	0	1	0
Foxs1	0	0	0	0	0	0
Dusp15	5	15	19	10	24	15
Ttll9	9	3	3	4	0	5
Gm14199	0	0	0	0	0	0
Pdrg1	46	48	49	64	50	50
Xkr7	43	42	24	20	37	50
Gm32286	0	0	6	0	3	1
Ccm2l	0	0	1	1	0	0
Hck	2	3	5	2	5	1
Tm9sf4	301	264	159	125	289	272
Tspyl3	81	77	63	40	90	71
Plagl2	61	38	28	33	52	51
Pofut1	27	51	27	42	50	44
Gm39961	0	0	0	0	0	0
Kif3b	199	199	130	90	153	150
2500004C02Rik	14	18	19	14	20	22
Asxl1	193	160	146	109	140	118
Nol4l	130	97	100	70	91	73
4930404H24Rik	17	19	19	12	12	9
Commd7	80	8	35	23	46	30
Dnmt3b	0	1	0	0	4	0
Mapre1	186	198	167	158	178	133
Efcab8	0	0	0	0	0	0
Gm38434	0	0	0	0	0	0
Sun5	0	0	0	0	0	0
Bpifb2	0	0	0	0	0	0
Bpifb6	0	0	0	0	0	0
Bpifb3	0	0	0	0	0	0
Bpifb4	0	0	0	0	0	0
Bpifa6	0	0	0	0	0	0
Bpifa2	0	0	0	0	0	0
Bpifa3	0	0	0	0	0	0
Bpifa1	0	0	0	0	0	0
Bpifa5	0	0	0	0	0	0
Bpifb1	0	0	0	0	0	0
Cdk5rap1	4	22	22	7	38	11
Bpifb5	0	0	0	0	0	0
Bpifb9a	0	3	4	3	2	0
Bpifb9b	0	1	3	0	1	2
Snta1	5	2	10	4	13	18
Gm39962	0	0	0	0	0	0
Cbfa2t2	196	176	203	137	226	172
Necab3	22	23	5	12	5	14
1700003F12Rik	0	1	2	0	3	0
Actl10	2	1	0	7	5	2
E2f1	1	4	11	0	10	0
Gm39963	0	0	0	0	0	0
Pxmp4	16	22	17	11	7	14
Zfp341	15	11	17	22	20	16
LOC102635682	6	1	1	5	1	5
Chmp4b	342	294	163	130	224	171
LOC105244333	0	10	11	12	5	14
Gm14216	0	0	0	0	0	0
Gm38598	0	0	0	0	0	0
Raly	117	87	86	99	106	112
Eif2s2	207	166	145	113	204	155
a	0	8	0	0	0	0
Gm39965	0	0	0	0	0	0
Ahcy	3	15	14	8	26	29
Gm39966	30	7	10	1	10	2
LOC108168806	41	22	28	6	14	31
2310005A03Rik	0	0	0	0	0	0
Itch	236	167	324	230	263	194
Dynlrb1	226	207	116	154	193	197
Map1lc3a	91	62	54	49	67	64
Pigu	30	83	31	35	52	65
Mir695	0	0	0	0	0	0
Trp53inp2	60	123	152	158	148	117
Ncoa6	217	230	301	232	235	286
Ggt7	73	47	54	60	45	79
Acss2	24	9	34	22	23	23
Acss2os	0	0	1	0	0	0
Gss	6	1	9	6	4	16
LOC102636309	12	9	47	17	25	10
Myh7b	13	8	7	4	16	2
Mir499	0	0	0	0	0	0
Trpc4ap	251	233	173	195	207	219
Edem2	24	16	33	26	33	24
Procr	0	0	2	0	0	0
Mmp24	78	80	67	61	78	53
LOC108168807	3	2	4	6	0	1
BC029722	27	21	13	18	26	31
Eif6	14	22	13	11	30	19
Fam83c	0	0	0	0	0	0
Uqcc1	56	64	39	33	80	66
Gdf5	0	0	0	0	1	0
Cep250	28	51	50	45	35	41
LOC108168808	0	0	0	0	0	0
6430550D23Rik	3	0	2	8	8	0
Ergic3	56	55	32	17	78	65
Fer1l4	0	0	1	0	0	0
Gm39970	0	0	0	4	0	0
Spag4	1	2	3	1	6	7
Cpne1	108	54	64	68	80	77
Rbm12	74	83	171	122	94	127
Nfs1	28	46	59	57	67	41
Romo1	23	21	14	22	22	16
Rbm39	1212	1137	1678	1516	1881	1347
Phf20	240	201	180	108	218	142
Scand1	8	11	14	5	13	26
Cnbd2	0	18	13	25	15	17
Gm39972	0	0	0	0	1	0
Gm14170	1	8	3	2	2	3
2900097C17Rik	1860	1692	1250	1070	1465	1171
Epb41l1	524	515	632	558	639	531
Gm33977	29	24	28	32	31	9
Aar2	97	72	51	31	84	49
Gm14169	17	5	14	1	8	9
Dlgap4	450	407	392	382	480	563
Gm34111	7	1	5	0	8	1
4930405A21Rik	3	5	14	12	10	7
Myl9	0	1	0	0	1	0
Gm14230	0	0	6	0	0	0
Tgif2	9	19	13	4	9	4
5430405H02Rik	6	8	6	15	4	11
1110008F13Rik	10	5	9	3	6	0
Sla2	0	0	8	1	5	3
Ndrg3	847	614	451	354	548	486
Dsn1	6	0	5	5	6	2
Soga1	230	165	130	97	188	166
Tldc2	1	2	5	4	4	6
Samhd1	67	22	28	26	45	34
Rbl1	4	16	2	1	14	12
LOC105244345	2	0	2	1	0	0
Mroh8	0	0	3	0	0	4
Rpn2	386	329	188	143	247	242
Ghrh	2	1	0	0	0	1
Gm39974	0	0	0	0	0	0
Manbal	24	36	24	13	11	24
Src	77	113	66	62	79	102
LOC108168809	0	0	0	0	2	0
Blcap	229	168	93	87	168	176
Nnat	563	543	155	117	422	332
Platr27	0	0	0	0	0	0
Gm34293	0	0	0	0	0	0
Ctnnbl1	103	91	65	43	60	61
Vstm2l	97	67	50	33	90	98
Tti1	82	31	47	25	51	70
Gm34402	0	9	6	5	20	3
Rprd1b	102	138	111	122	135	108
2010009K17Rik	0	2	0	0	2	0
Gm34458	0	0	0	0	0	0
Tgm2	1	0	1	1	0	0
Gm34514	0	0	0	0	0	0
D630003M21Rik	1	0	3	6	13	8
1700060C20Rik	0	0	0	0	0	0
Mir7685	0	0	0	0	0	0
Gm34571	0	0	0	0	0	0
Bpi	0	0	0	0	0	0
Lbp	0	0	0	0	0	0
Snhg17	10	8	19	18	23	5
Snhg11	2075	2313	3912	3631	4091	2676
Ralgapb	492	474	616	484	522	451
Adig	0	0	1	0	0	0
Arhgap40	1	2	0	0	1	7
Gm14204	80	71	100	50	104	92
Slc32a1	405	487	305	235	418	501
Actr5	10	16	21	26	21	30
Mir3474	0	0	0	0	0	0
Ppp1r16b	99	114	588	524	227	223
Fam83d	0	6	8	1	5	0
Dhx35	47	35	67	63	65	63
Gm38630	2	0	0	0	0	0
4933416E03Rik	0	0	0	0	0	0
9130015L21Rik	0	0	0	0	0	0
Gm34741	0	0	0	0	0	0
Gm34805	0	0	0	0	0	0
LOC108168810	0	2	0	0	0	0
Gm826	0	0	0	0	0	0
Mafb	45	6	15	15	37	12
Gm34980	0	0	0	0	0	0
Gm14221	0	0	0	0	0	0
Top1	645	588	416	485	539	399
Plcg1	102	102	128	100	110	113
Zhx3	111	162	125	117	129	134
Gm35129	0	4	0	2	3	0
Lpin3	0	0	0	0	0	0
Emilin3	0	0	0	0	0	0
Gm35181	0	0	0	0	0	0
LOC108168811	0	0	0	0	0	1
Chd6	1727	1735	1270	1021	1361	1143
Gm35374	0	0	0	0	0	0
Ptprt	728	745	361	308	673	667
Ptprtos	0	0	0	0	0	0
LOC108168812	2	4	22	23	18	38
9430021M05Rik	17	9	15	12	34	22
LOC102639013	5	2	5	4	11	8
Gm39978	0	0	0	0	0	0
Cisd3b	0	0	2	0	0	0
Srsf6	353	220	228	210	351	316
L3mbtl1	42	53	30	26	50	50
Sgk2	1	2	0	2	1	0
Ift52	76	80	61	41	63	44
Mybl2	0	2	6	0	6	1
Mir7003	0	0	0	0	0	0
Gtsf1l	0	0	0	0	0	0
Gm11454	0	0	0	0	0	0
Tox2	98	60	28	6	45	54
Jph2	0	1	0	0	1	0
Gm35750	0	0	0	0	0	0
Oser1	19	21	11	19	15	8
LOC108168734	15	4	3	10	11	17
Gdap1l1	79	74	33	35	74	66
Gm39979	3	3	7	0	4	1
Fitm2	6	7	13	15	26	28
2310001K24Rik	0	0	0	0	0	0
R3hdml	0	0	0	0	0	0
Hnf4aos	0	0	0	0	0	0
Hnf4a	0	0	0	0	0	0
Ttpal	130	149	132	131	167	180
Serinc3	502	459	502	379	514	404
0610039K10Rik	0	0	0	0	0	0
Pkig	83	51	52	30	70	68
LOC102639518	13	17	11	18	11	4
Ada	1	5	5	4	4	0
Wisp2	0	0	0	0	0	0
Kcnk15	0	0	0	0	0	0
Rims4	32	31	41	18	25	37
Gm35886	0	7	4	6	0	0
Ywhab	1422	1323	711	670	952	848
Pabpc1l	4	0	0	0	0	4
Tomm34	202	259	77	147	133	147
Stk4	86	86	86	105	134	78
Kcns1	20	9	7	9	2	1
LOC102639814	0	0	0	0	0	0
Wfdc5	0	0	0	0	0	0
Wfdc12	0	0	0	0	0	0
Wfdc15a	0	0	0	0	0	0
Wfdc15b	0	0	0	0	0	0
Svs2	0	0	0	0	0	0
Svs3b	0	0	0	0	0	0
Svs4	0	0	0	0	0	0
Svs3a	0	0	0	0	0	0
Svs6	0	0	0	0	0	0
Svs5	0	0	0	0	0	0
Slpi	0	0	0	0	0	0
Mir7678	0	0	0	0	0	0
Matn4	0	0	3	0	0	0
Rbpjl	0	0	0	0	0	0
Sdc4	47	39	51	22	34	43
Sys1	27	45	31	37	46	31
Trp53tg5	13	3	7	29	11	8
Dbndd2	114	159	169	170	139	131
LOC102638515	0	0	2	1	0	1
Pigt	143	149	153	90	147	128
Gm36090	0	0	0	0	0	0
Gm14317	0	0	0	0	0	0
Wfdc2	0	0	1	0	0	0
Spint3	0	0	0	0	0	0
Wfdc6a	0	0	0	0	0	0
Eppin	0	0	0	0	0	0
Wfdc8	0	0	0	0	2	0
Wfdc6b	0	0	0	0	0	0
Wfdc16	0	0	0	0	0	0
Wfdc9	0	0	0	0	0	0
Wfdc10	0	0	0	0	0	0
Wfdc11	0	0	0	0	0	0
Wfdc13	0	0	0	0	0	0
Spint4	0	3	0	0	2	1
Spint5	0	0	0	0	0	0
Wfdc3	6	3	0	9	1	4
Dnttip1	33	16	16	15	16	19
Gm11457	22	15	40	36	29	32
Ube2c	0	0	2	1	0	0
