# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-O" "-T" "12" "-g" "gene_id" "--ignoreDup" "-a" "/grid/li/data/Leo/RNA-seq/reference_genome/mm10.ncbiRefSeq.gtf" "-o" "AllSamples_featureCounts_output.txt" "CeACtrlAligned.sortedByCoord.rmdup.bam" "CeAMorAligned.sortedByCoord.rmdup.bam" "NAcCtrlAligned.sortedByCoord.rmdup.bam" "NAcMorAligned.sortedByCoord.rmdup.bam" "dStrCtrlAligned.sortedByCoord.rmdup.bam" "dStrMorAligned.sortedByCoord.rmdup.bam" 
Geneid	CeACtrlAligned.sortedByCoord.rmdup.bam	CeAMorAligned.sortedByCoord.rmdup.bam	NAcCtrlAligned.sortedByCoord.rmdup.bam	NAcMorAligned.sortedByCoord.rmdup.bam	dStrCtrlAligned.sortedByCoord.rmdup.bam	dStrMorAligned.sortedByCoord.rmdup.bam
LOC108168821	0	0	0	0	0	0
Gm35434	0	0	0	0	0	0
Gm35481	0	0	0	0	0	0
Gm35529	0	0	0	0	0	0
Gm35580	0	0	0	0	0	0
1700028P15Rik	0	0	0	0	0	0
Gm40005	0	0	0	0	0	0
Cbln4	42	20	35	27	5	3
Gm40006	0	0	0	0	0	0
Gm35719	0	0	0	0	0	0
Mc3r	8	15	9	14	1	7
Gm40007	0	1	2	0	0	0
Gm40008	1	0	3	0	0	0
Gm14273	0	0	0	0	0	0
Fam210b	18	30	49	23	26	17
Aurka	0	3	3	9	7	1
Cstf1	25	19	28	14	22	19
Cass4	0	2	2	3	2	4
Rtfdc1	22	23	27	26	43	24
Gcnt7	4	5	5	5	11	11
Fam209	0	0	0	0	0	0
Gm40009	0	0	0	0	0	0
Gm35864	0	0	0	0	0	0
Tfap2c	0	0	0	0	0	0
Gm35982	0	0	0	0	0	0
Gm36038	0	0	0	0	0	0
Gm36156	0	0	0	0	0	0
Gm36254	2	3	0	0	3	2
LOC102640035	1	0	0	0	1	0
Bmp7	1	0	6	6	3	4
Gm40010	0	0	1	0	2	1
Spo11	0	0	0	0	1	1
Rae1	20	32	23	19	15	23
Rbm38	0	2	1	0	0	1
Gm36337	0	0	0	0	0	0
Gm36462	0	0	0	0	0	0
Gm36417	0	0	0	0	0	0
Gm40011	0	0	0	0	0	0
Ctcfl	0	0	0	1	0	0
Ctcflos	0	0	0	0	0	0
Gm36691	0	0	0	0	0	0
Gm36749	0	1	0	2	1	1
Pck1	0	0	0	0	0	0
Zbp1	0	0	0	1	1	1
Pmepa1	26	37	54	56	89	106
LOC108168822	0	0	0	0	0	0
Gm36859	0	0	0	0	0	0
Gm36911	0	0	0	0	0	0
Gm29859	0	0	0	0	0	0
Gm14642	0	0	0	0	0	0
1700021F07Rik	0	0	0	0	1	0
Ankrd60	0	0	0	0	0	0
Ppp4r1l-ps	4	2	9	6	4	0
Rab22a	15	28	29	17	19	13
Mir6340	1	5	7	1	7	3
1700010B08Rik	0	0	0	0	0	0
Vapb	52	88	84	78	77	62
Gm30017	0	0	0	1	0	0
Gm30143	0	0	0	0	0	1
Stx16	74	79	108	70	64	69
Npepl1	1	1	0	0	3	1
Gm10714	0	0	1	1	0	0
Mir296	0	0	0	0	0	0
Mir298	0	1	0	0	1	0
Nespas	1	3	7	5	2	1
Gnas	835	1051	556	505	225	230
Gm30189	1	4	7	2	4	1
Nelfcd	15	15	13	13	15	9
Ctsz	9	8	12	5	16	15
Tubb1	0	0	0	0	0	0
Atp5e	11	18	20	20	10	14
Slmo2	22	27	18	18	15	19
Gm38546	0	0	0	0	0	0
Gm40015	0	0	0	0	0	0
Zfp831	80	127	84	58	79	60
LOC108168823	17	23	16	10	19	17
Edn3	0	0	0	0	0	0
Gm14616	0	0	0	0	0	0
Gm30537	0	0	0	0	0	0
Gm40017	0	0	0	1	1	0
Gm30591	0	1	1	1	5	1
LOC105244402	0	0	0	0	1	2
Gm14391	48	74	103	79	102	105
Gm14393	0	1	1	0	0	0
LOC105244398	0	0	0	0	0	0
LOC101055915	0	0	0	0	0	0
Gm14440	0	0	0	0	0	0
LOC108168847	0	0	0	0	0	0
LOC102633156	0	0	0	0	0	0
Zfp968	0	0	0	0	0	1
LOC108168844	0	0	0	0	0	0
Gm4724	0	0	0	0	0	0
Zfp965	1	0	1	0	0	0
Gm11007	0	0	0	0	0	0
LOC108168846	0	0	0	0	0	0
LOC102639505	1	0	0	0	0	0
LOC102639653	0	0	0	0	0	0
LOC108168845	0	0	0	0	0	0
Gm14288	1	0	0	0	1	1
Gm6710	1	0	0	0	0	2
Gm42247	0	0	0	0	0	0
Zfp966	1	0	1	0	0	0
0610010B08Rik	0	0	0	0	0	0
Gm16357	0	0	0	0	0	0
Gm36391	0	0	0	0	0	0
2210418O10Rik	0	0	3	0	0	1
Gm11009	0	0	0	0	0	0
Gm41982	0	0	0	0	0	0
Gm14434	0	0	0	0	0	0
Zfp967	0	0	0	0	0	0
Gm41983	0	0	0	0	0	0
Gm14308	0	0	0	0	0	0
Zfp973	0	0	0	0	0	0
Gm14305	21	14	19	12	14	22
Gm14295	18	16	38	24	24	30
Gm14408	0	0	0	0	0	0
Gm14405	1	1	0	0	0	0
Gm41984	0	0	0	0	0	0
Gm14296	2	1	0	0	1	0
Gm14403	5	6	7	6	6	8
Gm36055	0	0	0	0	0	0
LOC108168842	1	1	3	1	2	4
Gm14412	32	23	49	19	44	44
Gm14410	4	3	1	1	2	3
Gm41987	0	0	0	0	0	0
Gm41986	0	0	0	0	0	0
Zfp970	23	18	57	31	24	24
Gm14322	7	7	16	8	3	9
Gm14325	36	35	53	48	33	30
Gm14327	1	0	3	1	2	1
Zfp972	0	1	0	0	1	0
Gm14326	48	57	75	61	70	57
LOC102638674	0	0	0	0	0	0
Gm40030	0	0	0	0	0	0
Zfp971	22	24	60	27	36	25
LOC108168843	13	7	10	11	17	14
Zfp931	13	11	11	14	15	16
Gm35319	1	0	2	1	1	0
Phactr3	66	75	106	89	126	135
Sycp2	13	19	28	19	33	54
Ppp1r3d	11	13	9	7	10	11
Fam217b	21	23	32	21	22	18
Gm35532	0	0	0	0	0	0
Cdh26	0	0	0	0	0	0
Gm35582	0	0	0	0	0	0
Gm40031	0	0	0	1	0	0
Gm35695	0	0	0	0	0	0
Gm35815	0	1	0	0	0	1
Gm35888	0	0	0	0	0	0
Gm35948	0	0	2	0	0	0
4930591A17Rik	0	0	0	0	0	0
Gm36004	0	0	0	0	0	0
Cdh4	94	117	97	100	40	34
Gm36066	3	4	6	3	5	2
Taf4	17	33	39	39	56	32
4921531C22Rik	8	7	12	11	7	17
Lsm14b	44	83	73	77	84	64
Psma7	35	53	44	43	33	36
Ss18l1	29	50	56	44	40	34
Mtg2	11	12	13	18	21	9
Hrh3	41	64	68	73	97	92
LOC108168825	0	1	0	1	1	0
Osbpl2	55	49	54	61	53	52
Gm29886	9	3	3	6	6	6
Adrm1	26	22	28	23	20	23
Lama5	1	2	13	5	10	4
Mir7005	0	0	0	0	0	0
Rps21	35	36	50	34	37	28
Mir3091	1	0	1	0	2	1
Cables2	11	23	26	25	19	22
Rbbp8nl	0	0	0	0	0	0
Gm29943	0	0	0	0	0	0
Gata5	0	0	0	0	0	0
Gata5os	0	0	0	0	0	0
B230312C02Rik	0	0	0	0	0	0
Mir1a-1hg	0	0	0	0	0	0
Mir1a-1	0	0	0	0	0	0
Mir133a-2	0	0	0	0	0	0
Slco4a1	1	1	2	0	2	2
Ntsr1	18	16	8	12	2	1
Gm30144	0	1	0	1	1	0
Mrgbp	8	11	9	17	16	14
Ogfr	9	8	15	9	19	18
Col9a3	2	5	3	5	3	2
Tcfl5	1	2	2	1	1	0
Gm30345	0	1	0	0	0	1
Dido1	217	254	229	190	189	174
Gid8	72	76	79	81	57	58
Gm30455	1	3	1	1	4	3
Slc17a9	0	1	0	1	3	2
Bhlhe23	0	0	0	0	0	0
Gm14344	1	1	0	0	2	0
Gm14342	0	3	3	0	2	0
Mir124a-3	1	0	0	0	0	0
Ythdf1	46	55	54	39	51	50
Birc7	1	0	0	0	0	0
Nkain4	3	2	7	1	1	1
Arfgap1	36	43	60	51	50	41
Col20a1	3	7	6	8	10	12
Gm30797	0	0	0	0	0	0
Chrna4	5	2	21	18	19	6
Kcnq2	343	487	524	417	426	370
Eef1a2	366	475	426	391	345	315
LOC108168826	0	0	0	0	1	0
Ppdpf	12	16	15	13	12	9
Ptk6	0	0	0	0	0	0
Srms	0	0	0	0	0	0
Gm40033	0	0	0	0	0	0
BC051628	0	0	0	0	0	0
Helz2	0	2	1	1	5	1
Gmeb2	16	20	17	26	21	19
Stmn3	143	190	164	150	104	88
Rtel1	4	11	15	15	12	18
Arfrp1	21	13	24	16	17	10
Zgpat	26	28	32	29	35	27
Zbtb46	10	6	26	9	23	13
Lime1	14	9	28	23	23	18
Slc2a4rg-ps	3	4	2	6	4	10
Abhd16b	0	0	0	1	0	0
Tpd52l2	33	52	49	37	29	28
Dnajc5	229	267	312	234	201	201
Uckl1	14	18	22	24	23	16
Uckl1os	11	11	14	13	10	10
Zfp512b	60	60	88	65	84	54
Mir7006	0	1	0	0	0	0
Samd10	9	4	18	11	14	8
Prpf6	59	78	82	61	64	44
Gm29797	1	0	4	2	6	4
Sox18	0	0	0	0	0	0
Tcea2	13	13	15	16	8	11
Rgs19	13	8	17	14	7	5
Lkaaear1	0	0	0	0	0	0
Oprl1	89	110	94	72	56	29
Myt1	39	41	58	42	52	50
Pcmtd2	107	130	166	131	134	142
Polr3k	24	29	44	28	27	23
Gm40034	0	0	0	0	0	0
Gm40035	0	0	0	0	0	0
Gm14496	0	0	0	0	0	0
Hnf4g	0	0	0	0	0	0
Gm41988	0	0	0	0	0	0
1110015O18Rik	1	1	5	7	1	0
Gm17308	0	0	0	1	0	0
2700069I18Rik	2	2	4	2	1	2
Zfhx4	154	206	159	111	134	125
4930555M17Rik	0	0	0	0	0	0
Pex2	20	12	28	16	27	25
LOC108168857	0	0	0	0	0	0
Gm41989	0	0	0	0	0	0
1700008P02Rik	0	0	0	0	0	0
Gm41991	0	0	0	0	0	0
Pkia	416	391	376	296	203	181
Zc2hc1a	82	109	104	83	101	82
Il7	0	1	0	0	1	0
LOC102634900	0	0	1	1	0	0
1700010I02Rik	0	0	0	0	0	0
5330432E05Rik	0	0	0	0	0	0
Gm6194	0	0	0	0	1	0
Gm41993	0	0	0	0	0	0
Stmn2	101	135	109	107	61	58
Gm32496	0	0	0	0	0	0
Hey1	19	34	43	32	48	36
Gm32561	0	0	1	0	0	1
LOC102635252	0	0	0	0	0	0
Mrps28	3	5	6	8	4	5
Gm41995	0	0	0	1	0	0
Tpd52	48	50	40	31	44	48
LOC108168912	0	0	0	0	0	0
4930539M17Rik	0	0	0	0	0	0
Gm41996	0	0	0	0	0	0
Gm33018	0	0	0	0	0	0
Zbtb10	17	10	15	16	70	53
Gm41997	0	0	0	0	0	0
C030034L19Rik	0	0	0	0	0	0
Zfp704	71	70	112	76	103	107
Gm33169	0	0	0	0	0	0
Pag1	52	82	78	53	68	74
Gm33273	0	0	0	0	0	0
Fabp5	21	18	25	25	21	11
Gm33365	0	0	0	0	0	0
Gm9833	5	7	7	3	4	2
Pmp2	0	0	0	0	0	0
Fabp9	0	0	0	0	0	0
Fabp4	0	0	0	0	5	1
Fabp12	1	0	0	0	1	0
LOC102636393	3	1	6	1	3	2
Impa1	60	73	87	69	90	64
Slc10a5	4	0	4	0	1	3
Zfand1	11	11	26	10	10	14
Chmp4c	1	0	1	1	0	0
Snx16	62	81	60	53	51	49
Gm33551	0	0	0	0	0	0
Gm10745	0	0	0	0	0	0
Ralyl	57	87	113	107	59	46
4930539N22Rik	1	1	2	0	1	3
Gm41998	1	0	3	2	1	2
Gm6300	0	0	0	0	0	0
Slc7a12	0	0	0	0	0	0
Lrrcc1	36	60	84	61	62	50
E2f5	28	37	51	27	39	28
1810022K09Rik	45	39	51	22	35	37
Car13	0	0	0	0	2	1
Car1	0	0	0	0	0	0
Gm41999	0	0	0	0	0	0
Car3	0	0	0	0	1	0
Car2	24	27	49	45	38	46
A930001A20Rik	0	0	1	0	0	0
Gm42000	0	0	0	0	0	0
Gm33819	0	0	0	0	0	0
Gm9733	0	0	0	0	0	0
Sirpb1a	0	0	0	0	0	0
Sirpb1b	0	0	0	0	0	0
LOC100038947	0	0	0	0	0	0
Gm5150	0	0	0	0	0	0
Ythdf3	126	145	170	104	174	150
Gm30223	9	6	19	3	10	8
Gm42184	0	0	0	0	0	0
Gm42185	0	0	0	0	0	0
Gm42186	3	6	5	3	4	2
Gm30340	8	10	3	8	5	16
Mir124-2hg	46	53	49	31	48	59
Mir124a-2	16	11	7	7	2	3
Gm42187	6	7	9	7	14	15
Cypt12	0	0	0	0	0	0
Bhlhe22	0	3	2	2	0	2
Cyp7b1	13	10	17	9	20	8
Gm30667	0	0	0	0	0	0
4930433B08Rik	0	0	0	0	0	0
Gm30723	0	1	2	0	0	1
Gm30789	0	1	1	0	2	1
Armc1	89	95	80	91	78	77
Mtfr1	9	10	14	8	7	9
Pde7a	32	53	65	40	49	54
Gm42188	0	0	0	0	0	0
Dnajc5b	0	1	0	1	0	0
LOC102633032	9	7	6	3	7	6
Trim55	0	0	0	1	0	0
Crh	21	33	13	6	1	0
Gm42189	3	5	3	2	0	0
LOC102633274	1	0	0	0	0	2
4632415L05Rik	31	28	54	23	33	28
Gm42190	0	0	0	0	0	0
Cp	1	6	7	4	2	0
Hps3	18	21	29	19	35	22
Hltf	60	68	88	56	57	50
Gyg	16	11	23	25	15	22
Cpa3	0	0	0	0	0	0
Mir7007	0	0	0	0	0	0
Gm31320	0	0	0	0	0	0
Cpb1	0	0	0	0	0	0
LOC108168859	0	0	0	0	0	0
Agtr1b	0	0	0	1	0	0
LOC108168860	0	0	0	0	0	0
Gm31552	1	0	0	1	0	3
Gm31610	0	0	0	0	0	0
Gm31693	0	0	0	0	0	0
7530428D23Rik	0	0	0	0	0	0
Gm31813	1	0	0	0	1	0
Tbl1xr1	136	159	193	110	210	164
Rprl2	0	0	0	0	0	0
4930412E21Rik	0	0	0	0	0	0
Naaladl2	9	15	18	7	15	22
Gm42191	1	0	0	0	1	1
Nlgn1	174	242	266	190	269	256
A830092H15Rik	22	35	31	37	41	43
Spata16	0	0	0	0	1	0
Gm32458	0	0	0	0	0	0
Ect2	0	0	2	1	0	1
1700125G22Rik	2	1	1	0	0	0
Nceh1	210	208	216	165	131	117
Gm42192	0	0	0	0	0	0
Tnfsf10	0	0	0	0	0	0
Ghsr	0	0	0	0	0	0
Fndc3b	53	77	99	69	76	80
Gm42193	0	1	0	2	4	1
Gm32738	1	0	5	0	1	1
Mir3092	0	0	0	0	1	0
Gm42194	0	0	0	0	0	0
Gm32795	0	0	0	0	0	0
Tmem212	0	0	0	0	0	0
Gm42195	0	0	0	0	0	0
Pld1	2	1	3	2	4	3
Gm42196	0	0	0	0	0	0
Tnik	333	513	606	424	691	727
Mir466q	1	0	1	0	3	1
Slc2a2	0	0	2	1	1	3
1700112D23Rik	1	2	0	0	2	2
Eif5a2	47	64	71	54	64	57
Gm32950	9	6	6	9	8	12
Rpl22l1	46	42	51	42	38	23
Gm33051	2	4	1	0	4	0
Gm33102	0	0	0	0	0	0
Gm1527	0	0	0	0	0	0
Gm33154	0	0	0	0	0	0
Egfem1	5	11	25	15	25	29
Mir551b	0	1	1	0	0	1
Mir21b	0	0	0	0	0	0
Gm42197	3	1	6	3	7	16
Gm33206	0	1	0	0	2	2
Mannr	0	0	0	0	0	0
Mecom	0	1	0	1	2	0
Gm10258	0	0	0	0	0	0
Actrt3	0	1	0	0	3	1
Mynn	37	58	70	36	52	48
Lrrc34	1	1	2	2	0	0
Lrriq4	0	0	0	0	0	0
Lrrc31	0	0	0	0	0	0
LOC108168861	0	0	0	0	0	0
Samd7	0	0	1	0	0	0
Gm33590	0	0	0	0	0	0
Sec62	288	260	339	233	184	190
Gm42198	0	0	0	0	0	0
Gm42199	0	0	0	0	0	0
Gpr160	2	4	5	2	4	9
Phc3	126	149	179	143	187	151
Prkci	51	67	81	46	101	91
Mir7008	0	1	0	0	0	1
Gm33641	0	0	0	0	0	0
Gm33694	0	0	0	0	0	0
Skil	121	175	178	127	256	261
Cldn11	11	8	42	21	54	47
Slc7a14	284	365	383	290	284	210
Gm33834	8	8	17	11	13	11
Gm15496	70	76	128	56	68	94
Gm33886	0	0	0	0	0	0
Gm34031	0	0	0	0	0	0
Kcnmb2	2	1	0	4	1	0
Gm42201	0	1	1	1	1	4
Zmat3	74	138	133	104	210	175
4930429B21Rik	7	7	4	6	13	7
Gm42202	1	0	1	0	3	1
Pik3ca	109	113	135	112	113	104
Kcnmb3	4	8	12	3	13	9
Zfp639	34	39	81	59	65	68
Mfn1	25	47	66	48	50	52
Gnb4	36	53	73	53	49	33
Actl6a	11	15	19	21	27	18
Mrpl47	16	11	24	11	12	11
Ndufb5	69	75	65	76	58	61
Usp13	49	57	70	46	54	37
Pex5l	89	96	108	87	44	62
4930419G24Rik	11	11	12	3	12	8
Gm34205	0	1	0	0	1	0
Gm42203	0	0	0	0	0	0
Ttc14	115	148	275	215	277	237
Ccdc39	52	97	139	92	106	122
Gm42204	0	0	0	0	0	0
LOC108168913	0	0	0	0	0	0
LOC108168863	0	0	0	1	0	0
Fxr1	159	173	206	140	158	178
Dnajc19	22	44	49	42	53	49
Gm38505	5	24	37	33	34	48
Gm34599	0	2	3	4	3	6
Sox2ot	33	35	55	28	24	21
Gm42205	0	4	3	1	3	4
Mir1897	1	0	1	1	1	0
Sox2	57	62	52	48	32	30
Gm34941	5	5	4	6	1	3
Gm3143	0	0	2	0	0	0
Gm38509	0	0	0	0	0	0
Gm21388	0	0	1	0	0	1
Mir6378	0	0	0	0	0	0
Gm35255	0	0	0	0	0	0
1700017M07Rik	0	0	0	0	0	0
Gm35425	1	2	0	1	0	0
Gm38512	0	0	1	0	0	0
Gm6639	0	0	0	0	0	0
Atp11b	85	101	163	112	132	139
Dcun1d1	59	86	83	67	79	84
Gm15952	12	22	32	28	30	27
Mccc1	28	26	44	41	32	36
Mccc1os	6	13	12	2	5	10
Ccdc144b	0	0	0	0	0	0
Acad9	15	26	18	28	19	19
D3Ertd254e	57	67	84	39	57	50
Qrfpr	11	9	2	5	0	1
Gm42208	0	0	0	0	0	0
Gm42209	0	0	0	0	0	0
Anxa5	4	9	16	7	14	14
Mir7009	0	0	0	0	0	0
1810062G17Rik	0	0	0	0	1	1
Gm11548	0	0	0	0	0	0
Gm11549	2	2	1	0	0	0
Exosc9	33	36	42	34	30	35
Ccna2	16	12	12	16	14	13
Bbs7	24	36	45	33	50	31
Trpc3	9	18	14	11	26	36
Gm35856	1	0	1	1	1	1
4932438A13Rik	589	730	936	704	709	657
Adad1	0	0	0	0	0	0
Il2	0	0	0	0	0	0
Gm36000	0	0	0	0	0	0
Gm12532	0	0	0	0	0	0
Il21	1	0	0	0	0	0
Gm36168	1	0	0	0	0	0
Cetn4	8	15	15	4	8	5
Bbs12	46	74	92	56	90	88
Fgf2os	6	5	15	6	7	12
Fgf2	1	3	1	0	4	1
Nudt6	4	7	5	0	7	4
Spata5	38	46	42	37	54	42
Gm36412	2	4	6	4	6	7
4930594O21Rik	0	0	0	0	0	0
Spry1	11	8	17	7	5	7
LOC108168864	0	0	0	0	0	0
Gm42211	1	0	0	0	0	0
Gm5148	18	21	18	10	16	18
Gm36620	2	2	0	0	2	2
Gm42210	0	0	0	0	0	0
LOC102640520	0	0	0	0	0	0
Gm20755	0	0	0	0	0	0
Gm36680	0	0	0	0	0	0
5430434I15Rik	0	0	0	0	0	0
Gm42213	0	0	0	0	0	0
Gm36823	0	0	0	0	0	0
Ankrd50	98	94	102	70	95	77
Gm29879	0	1	0	0	0	0
Gm29959	0	0	0	0	0	0
LOC102632538	10	9	4	2	2	2
Fat4	54	78	23	27	23	28
Gm30011	0	0	0	0	0	0
Gm42214	0	0	0	0	0	0
Gm30063	0	0	0	0	0	0
Gm42215	0	0	0	0	0	0
LOC108168914	0	0	0	0	0	0
Gm30184	0	0	0	0	0	0
Gm42216	0	0	0	0	0	0
Gm42217	0	0	0	0	0	0
LOC108168866	0	0	0	0	0	0
1700017G19Rik	0	0	0	0	0	0
LOC108168865	0	0	0	0	0	0
Intu	20	28	26	24	21	17
Slc25a31	0	1	0	0	1	1
Hspa4l	260	281	369	269	320	275
Plk4	10	12	16	12	7	22
Mfsd8	24	26	49	34	41	26
Gm2011	6	10	11	7	13	11
Gm10731	0	1	4	0	1	1
Abhd18	19	39	41	20	41	35
6430590A07Rik	1	8	10	5	9	13
1700034I23Rik	7	5	8	3	5	2
LOC108168867	0	2	0	0	1	0
Larp1b	10	8	13	20	20	17
Pgrmc2	60	64	60	48	50	51
Gm40038	0	0	0	0	0	0
1700052H01Rik	0	0	0	0	0	0
Gm40040	0	0	0	0	0	0
Platr4	0	0	0	0	0	0
2400006E01Rik	0	0	0	0	0	0
Jade1	61	82	126	63	99	98
LOC105244433	0	0	1	0	3	1
Gm40041	6	14	12	12	20	24
Sclt1	40	45	60	50	52	56
D3Ertd751e	15	32	38	23	23	30
2610316D01Rik	6	5	19	8	5	9
Pcdh10	697	692	1013	682	526	466
1700027H10Rik	33	26	40	36	28	13
Pabpc4l	0	1	0	0	0	0
Mir6379	0	0	0	0	0	0
Gm7977	0	0	0	0	0	0
LOC108168915	0	0	0	0	0	0
1700018B24Rik	0	0	0	0	0	0
Gm31415	0	0	0	0	0	0
Gm20557	0	0	0	0	0	0
Pcdh18	15	12	31	15	7	8
Gm40042	0	0	0	0	0	0
Slc7a11	9	18	19	9	13	16
Gm6209	0	0	0	0	0	0
Gm40043	0	0	0	0	0	0
Gm37548	0	0	1	0	0	0
Gm35756	1	0	0	0	0	0
Gm29230	0	0	0	0	0	0
Gm35891	0	0	0	0	0	0
Gm40044	0	0	0	0	0	0
Noct	63	68	66	56	56	51
Elf2	35	30	48	25	57	56
4930577N17Rik	3	2	2	3	4	1
Gm5103	0	0	0	0	0	0
Mgarp	0	0	0	0	0	0
Ndufc1	40	26	26	45	35	27
Naa15	159	158	179	128	170	154
LOC108168868	27	25	33	18	23	24
Rab33b	31	41	31	25	25	17
Gm36008	0	1	0	1	0	1
Setd7	109	140	141	123	177	144
5031434O11Rik	0	3	3	2	3	4
Mgst2	0	1	0	0	0	1
Maml3	24	21	39	23	40	32
LOC108168869	0	3	1	2	1	0
Gm30074	0	0	0	0	0	0
Gm30125	0	0	0	0	0	0
Foxo1	32	47	201	143	242	185
Gm38537	0	0	0	1	2	0
Gm30173	0	1	0	1	1	0
Gm40047	0	0	0	0	0	0
Gm30235	0	0	1	0	0	2
Gm2447	0	0	0	1	3	1
Gm30292	0	0	0	0	0	0
Gm20750	0	0	0	0	0	0
Gm30351	0	0	1	0	0	0
Gm30402	0	0	1	0	0	0
Cog6	44	51	62	54	48	38
Lhfp	3	3	6	6	2	3
Gm40048	0	0	0	0	0	0
Nhlrc3	3	10	14	4	5	6
Gm16206	3	4	8	2	6	5
Proser1	28	42	57	40	54	53
Stoml3	0	0	0	0	0	0
Frem2	2	0	7	2	18	12
Gm30735	0	0	0	0	0	0
Ufm1	52	57	69	38	56	47
Gm31026	0	0	0	0	0	0
Trpc4	59	88	38	24	16	10
Postn	0	1	4	2	3	0
Gm31095	0	0	0	0	0	0
Gm31154	0	1	0	0	1	0
Gm40050	0	0	0	0	0	0
Supt20	40	44	80	55	74	75
Exosc8	17	14	21	7	9	13
Alg5	14	14	23	14	18	12
Smad9	10	19	14	9	23	16
Rfxap	39	34	31	25	16	19
Sertm1	24	33	5	6	2	4
Gm31358	0	0	0	0	0	0
Ccna1	2	0	0	1	0	0
4931419H13Rik	1	0	0	0	0	0
Spg20	36	24	50	43	40	40
Ccdc169	1	3	4	2	1	5
Sohlh2	0	0	0	0	0	0
Dclk1	627	831	912	766	1074	1178
Gm40051	9	10	10	7	5	6
LOC101056032	22	33	41	27	34	34
Gm31443	10	15	29	21	38	37
Gm31796	0	2	1	3	1	2
Gm25404	0	1	0	0	0	0
LOC108168870	0	0	0	0	0	0
Nbea	612	681	932	671	1010	993
LOC108168871	7	7	8	10	10	17
Mab21l1	2	9	13	16	20	27
4933417G07Rik	0	4	2	0	2	3
Gm31914	11	34	69	42	90	81
Gm40052	0	0	0	0	0	0
Gm40053	0	0	0	0	0	0
Gm40054	0	0	0	0	0	0
Gm32177	0	0	0	0	0	1
Gm32237	0	0	0	0	0	0
Tm4sf1	0	1	0	0	1	0
Gm32367	0	0	0	0	0	0
Tm4sf4	0	0	0	0	0	0
Wwtr1	1	7	19	19	18	16
Gm26671	0	0	0	1	0	0
Mir6377	0	0	0	0	0	0
LOC108168872	1	1	2	2	2	1
Commd2	10	16	26	13	12	13
Ankub1	0	0	0	1	1	0
Rnf13	79	87	122	81	119	93
Pfn2	265	281	255	209	242	220
Gm32753	0	2	4	2	5	4
Gm40055	2	0	3	3	5	12
Gm40056	2	0	9	5	10	9
1700007F19Rik	0	1	2	2	6	6
Gm40057	0	0	0	0	0	0
Gm32847	0	0	0	0	0	0
Tsc22d2	85	83	83	66	80	72
Serp1	39	35	45	29	36	26
Eif2a	54	66	79	47	73	53
Selt	174	205	275	202	219	202
Erich6	3	4	7	1	9	1
LOC108168873	0	1	0	0	0	0
Gm8234	1	1	0	1	4	0
Siah2	9	8	26	13	20	16
4930593A02Rik	1	0	1	0	0	0
Fam188b2-ps	2	0	1	0	4	2
Gm40059	0	0	0	2	0	2
Gm40060	0	1	0	1	1	0
Clrn1	2	0	0	1	2	2
Rpl13-ps6	1	1	3	1	3	0
Med12l	104	147	219	154	184	175
Gpr171	4	6	6	7	21	19
P2ry14	1	9	11	9	21	16
F630111L10Rik	7	18	30	12	27	31
Gpr87	4	2	10	1	5	1
P2ry13	1	0	7	9	12	8
P2ry12	21	11	25	13	20	26
Igsf10	25	16	62	44	27	18
Gm5709	0	0	0	0	0	0
Gm5538	0	0	0	0	0	0
Gm16527	0	0	0	0	0	0
Gm8298	0	0	0	0	0	0
C130079G13Rik	0	0	0	0	0	0
Gm9696	0	0	0	0	0	0
Aadacl2	0	0	0	0	0	0
Aadac	0	0	0	0	0	0
Sucnr1	0	0	0	0	0	0
Gm33650	0	0	0	0	0	0
Mbnl1	329	395	469	333	374	411
Gm37035	1	3	1	2	0	0
Gm38326	1	1	0	0	0	0
P2ry1	69	73	72	58	31	28
Rap2b	152	208	189	150	150	140
Gm40061	0	1	0	0	1	3
Arhgef26	25	32	34	17	21	20
Gm33923	1	2	1	1	0	0
Dhx36	185	179	259	181	247	200
Gpr149	29	23	61	80	25	28
Gm34048	4	2	2	11	3	5
Gm40062	1	2	7	4	3	8
Gm40063	0	0	3	2	1	1
Gm40064	0	0	0	0	0	0
Mme	28	12	57	49	234	194
Gm34240	0	0	0	0	1	0
Gm34302	0	0	0	1	1	5
Plch1	3	10	21	17	12	9
LOC108168874	1	2	0	0	1	0
E130311K13Rik	13	7	23	9	12	14
Slc33a1	40	36	51	51	55	43
Gmps	269	289	321	248	179	162
Vmn2r1	0	2	7	2	0	2
Vmn2r2	0	3	0	0	0	1
Gm34462	0	0	0	0	0	0
Vmn2r3	0	0	0	0	0	0
Vmn2r4	0	0	0	0	0	0
Vmn2r5	0	0	0	0	0	0
Vmn2r6	0	0	0	1	0	0
Vmn2r-ps11	0	1	0	0	0	2
Vmn2r7	0	0	0	0	0	0
Kcnab1	155	167	255	144	411	375
A330015K06Rik	7	10	14	10	55	78
A730090N16Rik	2	9	12	11	39	30
Ssr3	145	144	176	155	135	127
Gm34576	0	0	0	0	0	0
Gm34780	0	0	0	0	0	0
Gm40066	0	0	0	0	0	0
Gm38503	1	1	1	0	1	0
4931440P22Rik	3	1	2	2	2	2
Tiparp	25	34	61	39	37	64
